run,elapsed,device,rxpktsps,rxkbps,txpktsps,txkbps
296,1000,net_em1,295257.0,233546.919922,232159.0,138760.608398
296,2000,net_em1,297357.0,216790.80957,244354.0,137992.428711
296,3000,net_em1,268060.0,202819.030273,232118.0,150640.933594
296,4000,net_em1,251122.0,191273.444336,226683.0,157229.224609
296,5000,net_em1,251492.0,194014.103516,206674.0,126690.43457
296,6000,net_em1,281449.0,242297.791992,229841.0,165256.100586
296,7000,net_em1,245095.0,180943.428711,205422.0,121102.109375
296,8000,net_em1,248528.0,181798.478516,219522.0,139600.15625
296,9000,net_em1,237010.0,159798.047852,221605.0,139113.820312
296,10000,net_em1,255714.0,180933.12793,230277.0,144920.070312
296,11000,net_em1,276165.0,219100.429688,217006.0,132243.095703
296,12000,net_em1,271357.0,214544.420898,227897.0,153303.844727
296,13000,net_em1,272268.0,209980.767578,224407.0,140635.269531
296,14000,net_em1,292578.0,232514.081055,238624.0,152672.157227
296,15000,net_em1,299362.0,244946.15332,249321.0,172814.592773
296,16000,net_em1,275808.0,216824.391602,254387.0,188665.505859
296,17000,net_em1,266575.0,191180.592773,225615.0,132212.836914
296,18000,net_em1,269477.0,204719.992188,228227.0,145836.636719
296,19000,net_em1,238210.0,188411.993164,199071.0,132259.458984
296,20000,net_em1,22303.0,14271.140625,27608.0,22682.3623047
296,21000,net_em1,95796.0,95877.9638672,65390.0,49150.1699219
296,22000,net_em1,229876.0,170987.125,203000.0,132033.117188
296,23000,net_em1,194467.0,153486.501953,181978.0,138138.914062
296,24000,net_em1,177934.0,142394.365234,143435.0,90597.7714844
296,25000,net_em1,252382.0,170919.568359,232243.0,145842.460938
296,26000,net_em1,263351.0,198586.574219,219921.0,137960.263672
296,27000,net_em1,244541.0,165349.34375,228440.0,144787.587891
296,28000,net_em1,247248.0,175357.679688,231563.0,156045.519531
296,29000,net_em1,270639.0,226955.591797,220320.0,153389.40625
296,30000,net_em1,243277.0,197729.30957,221866.0,169594.197266
296,31000,net_em1,225852.0,165514.124023,212067.0,147894.768555
296,32000,net_em1,259212.0,201073.78125,258733.0,205431.290039
296,33000,net_em1,263795.0,211919.197266,234650.0,170583.141602
296,34000,net_em1,86283.0,62804.3037109,69538.0,38121.890625
296,35000,net_em1,13637.0,13910.953125,7249.0,4123.5
296,36000,net_em1,109968.0,84065.9160156,81463.0,41746.03125
296,37000,net_em1,39377.0,25867.3251953,35843.0,20311.7226562
296,38000,net_em1,10141.0,2840.06640625,9985.0,2518.66699219
296,39000,net_em1,7165.0,3945.88378906,9273.0,7238.55175781
